sentence,course,discipline,institution,contributor,stance,confidence,prob_disc,prob_cond,prob_enc
Use generative AI accounts associated with Boise State University to maintain security.,AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,discouraging,0.5848333239555359,0.5848333,0.21643111,0.19873556
Be transparent about when and how generative AI is used by keeping a research diary or a logbook describing different project stages.,AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,encouraging,0.9579510688781738,0.022715228,0.019333709,0.95795107
Best practice includes recording a reflection on how the process worked and how generative AI might have aided or hindered learning or knowledge creation.,AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,encouraging,0.9408425092697144,0.019559288,0.039598256,0.9408425
For high-risk tasks—those that could significantly impact people's lives or well-being—it is better to use non-AI methods to maintain control and accountability.,AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,encouraging,0.6629758477210999,0.13352747,0.20349674,0.66297585
A person must be responsible for making final decisions about automated processes and accountable for the consequences of using AI in your research project.,AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,conditional,0.3802761733531952,0.35981297,0.38027617,0.25991082
"By maintaining human oversight, you uphold ethical standards and ensure that the use of AI aligns with our institutions’ values and societal norms.",AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,encouraging,0.48713988065719604,0.18564132,0.32721886,0.48713988
Generative AI is not a creative artist.,AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,encouraging,0.5828766226768494,0.26599813,0.1511252,0.5828766
"Generative AI tools can make work easier, but there is a risk of over-reliance.",AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,encouraging,0.5529354214668274,0.0945554,0.35250917,0.5529354
"AI should enhance your work, not replace your unique contributions.",AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,encouraging,0.6511113047599792,0.09776426,0.25112447,0.6511113
"To ensure generative AI does not blunt or prevent types of insights that you might only achieve through independent effort, define an AI-human effort model for your research.",AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,encouraging,0.7058857083320618,0.07390993,0.22020438,0.7058857
"This model would clarify which research stages and processes can lean on AI automation, which needs interactive AI tool use, and when the researcher must engage in deeper thought and reflection.",AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,encouraging,0.876610279083252,0.044808023,0.07858163,0.8766103
You are responsible and accountable for the written content you select to retain in your final research or creative activity product.,AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,conditional,0.6405325531959534,0.2543302,0.64053255,0.10513727
"Through proofreading and editing, correctly citing sources of information, and clearly disclosing generative AI use, your research will be safe and ethical.",AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,conditional,0.6175568699836731,0.23813584,0.61755687,0.14430726
The use of generative artificial intelligence or other automated methods for producing text directly contradicts these goals.,EDLD 710 Professional as Writer & Researcher,Research,Pacific University,Andrew Longhofer,encouraging,0.5322663187980652,0.17560531,0.29212835,0.5322663
"Additionally, the use of generative artificial intelligence in scholarly writing risks the so-called “hallucination” of plausible-sounding references that do not actually exist, undermining the scholarly basis for the work.",EDLD 710 Professional as Writer & Researcher,Research,Pacific University,Andrew Longhofer,conditional,0.752663791179657,0.13853832,0.7526638,0.10879785
"Submission of text generated by artificial intelligence or other automated methods, whether or not mediated by human revision, cannot demonstrate achievement of course or activity learning objectives.",EDLD 710 Professional as Writer & Researcher,Research,Pacific University,Andrew Longhofer,discouraging,0.5238978862762451,0.5238979,0.43805677,0.03804531
"If the use of generative artificial intelligence is suspected, instructors will check the revision history of documents to verify that the writing was generated iteratively over a period of time realistic for human production, and references will be checked to verify authenticity.",EDLD 710 Professional as Writer & Researcher,Research,Pacific University,Andrew Longhofer,conditional,0.5642719864845276,0.28323373,0.564272,0.15249433
"Within this class, you are welcome to use foundation models (ChatGPT, GPT, DALL-E, Stable Diffusion, Midjourney, GitHub Copilot, and anything after) in a totally unrestricted fashion, for any purpose, at no penalty.",EDUC 6191: Core Methods in Educational Data Mining,Research,University of Pennsylvania,Ryan S. Baker,encouraging,0.5176427364349365,0.34869602,0.13366123,0.51764274
"However, you should note that all large language models still have a tendency to make up incorrect facts and fake citations, code generation models have a tendency to produce inaccurate outputs, and image generation models can occasionally come up with highly offensive products.",EDUC 6191: Core Methods in Educational Data Mining,Research,University of Pennsylvania,Ryan S. Baker,discouraging,0.49084988236427307,0.49084988,0.38929033,0.119859785
"Having said all these disclaimers, the use of foundation models is encouraged, as it may make it possible for you to submit assignments with higher quality, in less time.",EDUC 6191: Core Methods in Educational Data Mining,Research,University of Pennsylvania,Ryan S. Baker,encouraging,0.39184582233428955,0.25435856,0.3537956,0.39184582
"Generative AI Usage Policy
GenAI can provide students with a valuable tool at the initial stages of academic work; however, GenAI use must align with the following principles:
•        Transparency
•        Originality
•        Accuracy

Responsibility and Accountability
Students can integrate GenAI tools into academic work while ensuring submissions maintain the highest standards of scholarly integrity.",Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,discouraging,0.5292990207672119,0.529299,0.35951987,0.11118108
"Misuse of these tools, such as failing to verify information or neglecting to attribute sources, may infringe on university policies for cheating.",Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,discouraging,0.6010681390762329,0.60106814,0.35704756,0.04188431
"For instance, students may not use GenAI for the following purposes:
•        Impersonating or misrepresenting your participation in the courses (e.g., to develop discussion forum posts, to participate in Tech Live),
•        Completing group work for which your team is responsible, 
•        Writing or drafting an assignment, and
•        Writing entire sentences or paragraphs.",Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,discouraging,0.765357255935669,0.76535726,0.18059884,0.054043926
"GenAI tools should only aid in structural ideas and refinement, not substituting for independent critical thinking.",Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,conditional,0.7408372759819031,0.074690446,0.7408373,0.18447228
"To ensure transparency, students must disclose GenAI tool use in assignments, including in-text citations and references.",Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,conditional,0.37252336740493774,0.28207913,0.37252337,0.3453975
"In addition, students may experiment with GenAI tools for the following purposes:
•        Drafting and refining research questions,
•        Developing and improving outlines, including claims, thesis statements, supporting statements, and summaries,
•        Fine-tuning or clarifying thoughts/ideas, and
•        Enhancing grammar and writing style.",Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,encouraging,0.8886508345603943,0.067058,0.044291183,0.88865083
"Students may include GenAI responses as paper appendices to ensure transparency or, at the very least, retain documentation to clarify any potential concerns regarding originality.",Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,conditional,0.7676501870155334,0.16968417,0.7676502,0.06266558
"Academic Integrity and Verification
Doctoral-level writing requires students to verify the accuracy of all GenAI information by cross-referencing content with credible and scholarly sources.",Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,conditional,0.8820653557777405,0.05473628,0.88206536,0.06319837
This process includes proper attribution of GenAI contribution to avoid plagiarism.,Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,discouraging,0.5001933574676514,0.50019336,0.4692781,0.03052848
"All GenAI content can apply the following format, using APA citation guidelines.",Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,discouraging,0.529629111289978,0.5296291,0.16176684,0.30860406
"•        In-Text Citations
Include the authoring tool and year (e.g., OpenAI, 2025)
•        Reference List
OpenAI (2025).",Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,discouraging,0.6388948559761047,0.63889486,0.07444384,0.28666127
ChatGPT (March 14 version),Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,encouraging,0.5379025936126709,0.3405232,0.121574216,0.5379026
[Large language model].,Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,encouraging,0.46910032629966736,0.36683097,0.16406861,0.46910033
Retrieved from https://chat.openai.com/chat,Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,encouraging,0.8318418264389038,0.12233209,0.045826122,0.8318418
"Furthermore, since these skills are interdependent and build upon each other, using generative AI can get in the way of understanding these skills step by step, which will ultimately prevent you from being able to succeed in this course.",Research Methods,Research Methods,DePaul University,Sarah Elizabeth Wellard,encouraging,0.375501424074173,0.25135252,0.3731461,0.37550142
"However, while I would prefer you not use these tools to complete the written assignments for this course, AI tools can be helpful resources for thinking, and I encourage students to use them to think through questions throughout the course.",Research Methods,Research Methods,DePaul University,Sarah Elizabeth Wellard,encouraging,0.9258611798286438,0.027004318,0.047134534,0.9258612
"Students should use AI tools to augment their understanding and generate ideas, while ensuring that the final work reflects their own analysis, synthesis, and originality.",Research Methods,Research Methods,DePaul University,Sarah Elizabeth Wellard,encouraging,0.6539899706840515,0.03731844,0.30869153,0.65399
"In this course, you are permitted to use generative AI tools (such as ChatGPT, Google Bard, Microsoft Bing, Anthropic Claude, DALL-E, etc.), for the following activities ONLY: 
•        Brainstorming ideas 
•        Fine tuning your research questions 
•        Drafting outlines 
•        Checking grammar",Research Methods,Research Methods,DePaul University,Sarah Elizabeth Wellard,encouraging,0.7305145859718323,0.22205937,0.047425978,0.7305146
"If you use generative AI in any of the above ways, you must:
(1)        describe the tools you used, and how you used them at the end of your discussion post or essay according to class guidelines (found in the ‘Supplemental Materials’ folder on the course D2L page) and,
(2)        document and credit the AI tool.",Research Methods,Research Methods,DePaul University,Sarah Elizabeth Wellard,encouraging,0.4539569616317749,0.37782848,0.16821454,0.45395696
"For example, generated using ChatGPT should include a citation according to APA generative AI citation guidelines.",Research Methods,Research Methods,DePaul University,Sarah Elizabeth Wellard,encouraging,0.5229474306106567,0.30040216,0.1766504,0.52294743
Material generated using other AI tools should follow a similar citation convention.,Research Methods,Research Methods,DePaul University,Sarah Elizabeth Wellard,encouraging,0.6981643438339233,0.13381489,0.16802083,0.69816434
"Therefore, presenting AI-generated output as your original work and/or without proper citation is considered plagiarism and constitutes a violation of DePaul’s Academic Integrity Policy.",Research Methods,Research Methods,DePaul University,Sarah Elizabeth Wellard,discouraging,0.66554194688797,0.66554195,0.29798537,0.036472674
"Some of the software DePaul uses to check for plagiarism/originality now includes features to detect AI-generated text, so please just don’t do it.",Research Methods,Research Methods,DePaul University,Sarah Elizabeth Wellard,discouraging,0.6016893982887268,0.6016894,0.14305058,0.25526005
Additional information and guidelines for the use of AI can be found in the ‘Supplemental Materials’ folder under ‘Content’ on the D2L page.,Research Methods,Research Methods,DePaul University,Sarah Elizabeth Wellard,encouraging,0.9633874893188477,0.023982497,0.012630074,0.9633875
"If you’re unsure if a specific tool makes use of AI, or if a specific tool is permitted for use on assignments in this course, please contact me.",Research Methods,Research Methods,DePaul University,Sarah Elizabeth Wellard,encouraging,0.4431532025337219,0.32261994,0.23422691,0.4431532
"Attempting to pass off AI-generated work as your own, and/or un-cited use of AI will be considered a violation of academic honesty and addressed through appropriate channels.",Research Methods,Research Methods,DePaul University,Sarah Elizabeth Wellard,discouraging,0.5255051851272583,0.5255052,0.44443715,0.030057682
"During this course, you may use generative AI (e.g. ChatGPT, Bard, Copilot) to assist with assignments providing that you also do the following:

1.",Research Methods,Research Methods,SUNY Albany,Logan Rath,encouraging,0.9386231899261475,0.038545504,0.022831209,0.9386232
"Include a disclaimer statement at the start of your submission that states which AI tool was used, and for what purpose.",Research Methods,Research Methods,SUNY Albany,Logan Rath,conditional,0.4564147889614105,0.37489656,0.4564148,0.16868871
ChatGPT was used to develop an outline for this section.,Research Methods,Research Methods,SUNY Albany,Logan Rath,encouraging,0.9434219598770142,0.033034768,0.0235432,0.94342196
Submit the AI Use Statement and Reflection (available on Brightspace) along with your assignment.,Research Methods,Research Methods,SUNY Albany,Logan Rath,encouraging,0.7390812635421753,0.20880315,0.05211552,0.73908126
Attach or paste in the contents the file to your discussion board post or hyperlink it in your disclaimer statement.,Research Methods,Research Methods,SUNY Albany,Logan Rath,encouraging,0.5297130346298218,0.34876186,0.121525064,0.52971303
Failure to acknowledge the use of AI on course assignments will result in a required 1-on-1 meeting where we will discuss the topic and I will assign you a grade based on your ability to explain (not recite) your submission.,Research Methods,Research Methods,SUNY Albany,Logan Rath,discouraging,0.6835521459579468,0.68355215,0.22539197,0.09105584
"If you cannot appropriately demonstrate your understanding of the course material, you will receive a Violation of Academic Integrity Report (VAIR) submission, a zero on the assignment and required resubmission for no credit to proceed in the course.
""        ""Here is the wording from the AI Use Statement:

AI Use Statement & Reflection
Fill out this form and attach it to your assignment uploads.",Research Methods,Research Methods,SUNY Albany,Logan Rath,discouraging,0.8024726510047913,0.80247265,0.10374101,0.09378626
"You will not be graded on the contents of this document, but rather this document will be used to demonstrate that you used AI with academic integrity.",Research Methods,Research Methods,SUNY Albany,Logan Rath,discouraging,0.4682992994785309,0.4682993,0.4358843,0.09581638
"If you have questions about what it means to use AI with academic integrity, please contact Dr. Rath at lrath@albany.edu.",Research Methods,Research Methods,SUNY Albany,Logan Rath,encouraging,0.9692341089248657,0.017734282,0.013031596,0.9692341
"1.        Name of AI used:        
ChatGPT/Bard/Copilot/Grammarly

2.",Research Methods,Research Methods,SUNY Albany,Logan Rath,discouraging,0.48826637864112854,0.48826638,0.062225647,0.44950795
"How was the AI used:
Brief description of how you used AI.",Research Methods,Research Methods,SUNY Albany,Logan Rath,encouraging,0.9080243110656738,0.05806926,0.033906434,0.9080243
"Initial Output from AI:
Paste response here.",Research Methods,Research Methods,SUNY Albany,Logan Rath,encouraging,0.8100630044937134,0.10772483,0.08221211,0.810063
"For each change, explain your thought process.",Research Methods,Research Methods,SUNY Albany,Logan Rath,encouraging,0.9124796390533447,0.052498482,0.035021853,0.91247964
"Specifically: 
•        If you kept part of the output, validate the output of the AI.",Research Methods,Research Methods,SUNY Albany,Logan Rath,encouraging,0.5631742477416992,0.33677956,0.100046225,0.56317425
Explain why you know that that the output was good.,Research Methods,Research Methods,SUNY Albany,Logan Rath,encouraging,0.8535134196281433,0.10245472,0.044031937,0.8535134
"Again, connect to readings where appropriate.",Research Methods,Research Methods,SUNY Albany,Logan Rath,encouraging,0.7410175800323486,0.13844225,0.12054018,0.7410176
"My AI Policy: Use, reflect, refine

## We live in exciting and scary times!",ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,encouraging,0.8763672113418579,0.09494975,0.02868311,0.8763672
"Since last year, the emergence of various generative AI tools like ChatGPT has been challenging our conventional notions of what it means to write, what it means to be an author, what it means to cite, and what it means to plagiarise.",ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,encouraging,0.9454173445701599,0.03366121,0.02092143,0.94541734
**Here are some starting guidelines on Generative AI Use for our ENGL 430: UX Research class** that I’ve developed thanks to my learnings from this wonderful list curated by [Eaton (2023)](https://docs.google.com/document/d/1RMVwzjc1o0Mi8Blw_-JUTcXv02b2WRH86vw7mi16W3U/edit#heading=h.1cykjn2vg2wx).,ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,encouraging,0.9583380222320557,0.030142795,0.0115191005,0.958338
**Am I Allowed to use ChatGPT or other such tools?,ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,discouraging,0.6092718243598938,0.6092718,0.15682587,0.23390229
It also transfers to content generated by generative AI tools 🤖.,ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,encouraging,0.9329918622970581,0.034145508,0.03286267,0.93299186
"Organizations like the [MLA](https://style.mla.org/citing-generative-ai/) and [APA](https://apastyle.apa.org/blog/how-to-cite-chatgpt)  📚 have come up with guidelines on how to cite such content, which we will follow 👍.",ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,encouraging,0.9018006920814514,0.08036102,0.017838303,0.9018007
"** **Responsibility of content is still yours**: Please note that Generative AI tools can sometimes produce factually incorrect ❌, biased 😒 or potentially harmful 🚫 outputs.",ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,conditional,0.4900461435317993,0.47020775,0.49004614,0.039746124
"As an author ✍️, it's your responsibility to verify any content you use from these tools for factual correctness, bias, and potential for social harm 🌎.

- 📋 **A.3)** **Documentation of your use of AI is key**: If asked 🤔, you should be able to demonstrate how much of the work was done by you 👩‍💻, and what role AI tools played in assisting you 🤖➡️👩‍💻.",ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,discouraging,0.569618821144104,0.5696188,0.37742007,0.05296107
"Some suggestions include sharing transcripts of your ChatGPT chats 🗣 using the “share” feature, adding statements about AI use at the end of your submissions etc.

- 🤔 A.4) **Reflect on your experiences with AI for better documentation:**",ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,encouraging,0.7719369530677795,0.17607307,0.05199001,0.77193695
"If you use AI, try to reflect on your experiences 🤔.",ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,encouraging,0.938987135887146,0.034924407,0.026088525,0.93898714
"👆📊

    - **Here is an example**: While creating this policy, I used ChatGPT to add emojis to make this text more engaging.",ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,encouraging,0.9123351573944092,0.06799814,0.019666618,0.91233516
I also asked ChatGPT for feedback on an initial draft of the policy.,ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,encouraging,0.9480551481246948,0.031631377,0.020313418,0.94805515
It gave some useful suggestions and I included one of them about developing a feedback loop with students about their AI use.,ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,encouraging,0.976516842842102,0.012324861,0.011158284,0.97651684
"So while using ChatGPT helped me revise my ideas, having these ideas to start with was important, otherwise I wouldn’t have developer a deeper understanding of AI ethics.",ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,encouraging,0.9496241807937622,0.026822735,0.023553036,0.9496242
"For further details, you can also view my transcript with ChatGPT [here](https://shareg.pt/mm1mhLk).

- 🚀 A.5)",ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,encouraging,0.9098389744758606,0.0713977,0.01876337,0.909839
"**Challenging these principles is encouraged; conversation is key; we’ll refine as we go**: Since we're still in the early stages of experimenting with AI, I encourage you 👏 to challenge these principles based on your experiences, and share thoughts 💭 about how they should be revised, if needed.",ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,encouraging,0.8037680983543396,0.087255314,0.10897659,0.8037681
I encourage you to contact me anytime you face issues while using AI tools and applying these principles.,ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,encouraging,0.9663506746292114,0.016112296,0.017537024,0.9663507
This policy is for this class only: Please check with instructors of other classes 🏫 to see what their AI policies may be.,ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,discouraging,0.5293038487434387,0.52930385,0.333019,0.13767718
"-As part of this class, students will explore the circumstances where AI tools can extend versus stifle human capacity, knowledge production and creativity.","INFO-645: Advanced Usability Research Methods & Evaluation, ",Research Methods,Pratt Institute,Lindsay Ferris,encouraging,0.9712428450584412,0.015806587,0.0129505955,0.97124285
-There will be times when the instructor will require students to use AI tools as part of their work.,"INFO-645: Advanced Usability Research Methods & Evaluation, ",Research Methods,Pratt Institute,Lindsay Ferris,encouraging,0.7883658409118652,0.11694721,0.09468698,0.78836584
"-Outside of those circumstances, using AI tools to generate content (text, video, audio, images) for any graded assignments in this course will be considered an infraction within the Academic Integrity policy.","INFO-645: Advanced Usability Research Methods & Evaluation, ",Research Methods,Pratt Institute,Lindsay Ferris,discouraging,0.6948438286781311,0.6948438,0.26494816,0.040208016
"-When AI tools are used to generate material for any assignment, students must cite what they used the AI for and what prompts they used to get the results.","INFO-645: Advanced Usability Research Methods & Evaluation, ",Research Methods,Pratt Institute,Lindsay Ferris,encouraging,0.8647010922431946,0.0518268,0.08347213,0.8647011
-AI tools can produce falsehoods.,"INFO-645: Advanced Usability Research Methods & Evaluation, ",Research Methods,Pratt Institute,Lindsay Ferris,encouraging,0.39749425649642944,0.37456846,0.22793728,0.39749426
Students are responsible for any inaccuracies produced by AI tools.,"INFO-645: Advanced Usability Research Methods & Evaluation, ",Research Methods,Pratt Institute,Lindsay Ferris,discouraging,0.5004372596740723,0.50043726,0.43636876,0.06319395
"Generative AI (like ChatGPT, Claude, GitHub CoPilot, etc.) can certainly help with learning and execution of academic tasks.",Intermediate Quantitative Methods for Politics,Research Methods,New York University,Cyrus Samii,encouraging,0.9604249596595764,0.022291599,0.017283428,0.96042496
"In this course, you can use generative AI in some cases, but there are some restrictions.",Intermediate Quantitative Methods for Politics,Research Methods,New York University,Cyrus Samii,conditional,0.35814031958580017,0.3513621,0.35814032,0.2904976
"Here are some examples of how to use AI for this course:
•        Ask clarification questions about concepts (e.g., “What is the law of iterated expectations, and how can I use it to decompose the marginal mean?”",Intermediate Quantitative Methods for Politics,Research Methods,New York University,Cyrus Samii,encouraging,0.9669376015663147,0.022781037,0.010281287,0.9669376
•        Give your proposed solution to a problem and ask for the AI to discuss possible fallacies.,Intermediate Quantitative Methods for Politics,Research Methods,New York University,Cyrus Samii,encouraging,0.922966480255127,0.047807768,0.029225707,0.9229665
Note that the answers that the AI provides are not always correct!,Intermediate Quantitative Methods for Politics,Research Methods,New York University,Cyrus Samii,conditional,0.4770844876766205,0.35093603,0.4770845,0.17197949
"Treat the interaction with the AI the way you would treat an interaction with a smart, but fallible peer.",Intermediate Quantitative Methods for Politics,Research Methods,New York University,Cyrus Samii,conditional,0.36333635449409485,0.28146783,0.36333635,0.35519588
"There are restrictions though: 
•        For some assignments or activities I will explicitly ask you not to use generative AI, such as when you have to sketch code, graphs, or tables by hand, or come up with research topics and questions.",Intermediate Quantitative Methods for Politics,Research Methods,New York University,Cyrus Samii,discouraging,0.6151057481765747,0.61510575,0.30855492,0.076339304
"If you are unsure about whether a certain use of AI is appropriate, please ask me.",Intermediate Quantitative Methods for Politics,Research Methods,New York University,Cyrus Samii,conditional,0.4891960620880127,0.1578408,0.48919606,0.35296312
See policy and guidance for the use of AI generative tools here,Social Science Teaching Methods,Social Sciences,Sacramento State University,Andrea Adins,encouraging,0.9666306972503662,0.02121357,0.012155773,0.9666307
"Title: «Guidelines for the use of artificial intelligence in university contexts (version 5.0)» (There's a Spanish version titled ""Lineamientos para el uso de inteligencia artificial en contextos universitarios (versión 5.0)].",Public Policy and Public Administration courses,Social Sciences/Humanities,Universidad de los Andes,Juan David Gutiérrez,encouraging,0.8770986199378967,0.096651725,0.026249686,0.8770986
"Additionally, this is short statement that may be included in syllabi: «In this course, the use of artificial intelligence systems is allowed as long as such use complies with four rules: (1) Informed use: that the student knows how the system works, its limitations and risks: (1) Informed use: that the student knows how the system works, its limitations and risks.",Public Policy and Public Administration courses,Social Sciences/Humanities,Universidad de los Andes,Juan David Gutiérrez,discouraging,0.5150213837623596,0.5150214,0.16614918,0.31882945
"(3) Ethical use: that they do not pass off as their own the text generated by the system and that they apply citation rules (e.g., APA rules for ChatGPT).",Public Policy and Public Administration courses,Social Sciences/Humanities,Universidad de los Andes,Juan David Gutiérrez,discouraging,0.7134822010993958,0.7134822,0.25838992,0.028127858
(4) Responsible use: that all information obtained through the system is checked against other reliable sources and that no personal or confidential information (their own or others’) is entered into the system when making queries.,Public Policy and Public Administration courses,Social Sciences/Humanities,Universidad de los Andes,Juan David Gutiérrez,conditional,0.6098885536193848,0.36897856,0.60988855,0.021132875
"For more detailed guidance on these rules, see the ‘Guidelines for the use of artificial intelligence in university contexts (version 5.0)‘.»",Public Policy and Public Administration courses,Social Sciences/Humanities,Universidad de los Andes,Juan David Gutiérrez,encouraging,0.9583216309547424,0.028963607,0.012714818,0.95832163
I may sometimes incorporate the use of generative artificial intelligence (AI) tools like ChatGPT into your lessons and assignments.,HSC 100 Introduction to Social Services and HSC 200 Theories & Methods of Social Services Practices,Social Services,Volunteer State Community College,Bryan Saums,encouraging,0.9686591029167175,0.016170705,0.015170196,0.9686591
"In these cases, AI is a valuable tool for learning.",HSC 100 Introduction to Social Services and HSC 200 Theories & Methods of Social Services Practices,Social Services,Volunteer State Community College,Bryan Saums,encouraging,0.9431023597717285,0.024547733,0.032349832,0.94310236
"However, in instances where you are not specifically told to use AI, I ask you to embrace the challenges of learning, scholarship, and personal growth and write without using AI.",HSC 100 Introduction to Social Services and HSC 200 Theories & Methods of Social Services Practices,Social Services,Volunteer State Community College,Bryan Saums,encouraging,0.8271691203117371,0.10120134,0.07162953,0.8271691
Please let me know if you have any questions about the use of AI in this class.,HSC 100 Introduction to Social Services and HSC 200 Theories & Methods of Social Services Practices,Social Services,Volunteer State Community College,Bryan Saums,encouraging,0.966820478439331,0.019045921,0.01413361,0.9668205
"Generative AI Models in Academic Work by Student and Instructor
By establishing these guidelines for the use of generative AI in the classroom, UMass Global’ s Social Work Department aims to promote innovation, critical thinking, and academic rigor while also upholding the principles of integrity and ethical conduct in academic work.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.9715949296951294,0.017666303,0.010738745,0.9715949
"Students and instructors are encouraged to embrace the potential of AI as a powerful tool for learning, research, and intellectual growth within our academic community.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.9803434610366821,0.010047389,0.009609126,0.98034346
"As a student, you are encouraged to explore the use of generative AI tools to improve learning effectiveness and academic proficiency.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.9772320985794067,0.011847767,0.010920173,0.9772321
"However, you are responsible for ensuring the accuracy, ethics, and proper citation of any information generated from AI tools.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.8017241358757019,0.17725712,0.80172414,0.021018708
AI is a rapidly progressing field.,Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.9349470138549805,0.03463304,0.030420007,0.934947
Social workers will be integrating AI based tools in the future.,Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.9293314218521118,0.03928423,0.031384353,0.9293314
The use of AI in the classroom encourages students to utilize their technology literacy in an ethical manner aligned with the Standards for Technology in Social Work Practice.,Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.9678853154182434,0.020537935,0.011576793,0.9678853
"Generative AI tools should not be used to write significant portions of your discussion question answers, responses to your peers, or while composing your assignments.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,discouraging,0.5987237095832825,0.5987237,0.3460163,0.05526004
"If AI use is found substantially in your work without your voice, it will be considered an academic policy violation.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,discouraging,0.6195616722106934,0.6195617,0.30879858,0.07163975
All generative AI tools and their usage must be cited in the main body of your work and in the reference section.,Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.9657430052757263,0.019400693,0.014856215,0.965743
"If you decide to use a generative AI tool, keep track of your work versions.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.9654902815818787,0.020315792,0.014193885,0.9654903
"If a question may arise about its use in your assignments, tracking your work will help substantiate how AI helped with the assignment but did not take the place of your knowledge and voice.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.6897850632667542,0.14029656,0.16991836,0.68978506
"Students are permitted to use generative AI in this course for the following activities:
1.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.9639357924461365,0.02180036,0.01426374,0.9639358
"Brainstorming and refining ideas: Students can utilize AI to generate innovative ideas, explore different perspectives, and develop creative solutions to problems.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,encouraging,0.9684391021728516,0.01391867,0.017642196,0.9684391
